Section;Phrase;Intent;Tags;Notes
Junior Zone Extras;Level up! (4) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (5);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (5);Voice.Entry.Help;;
Junior Zone Extras;What’s the best way to log my mindset? (5);Voice.Entry.Help;;
Junior Zone Extras;Do I have to speak everything? (5);Voice.Entry.Help;;
Junior Zone Extras;Can I check what I just logged? (5);Voice.Entry.Help;;
Junior Zone Extras;Why can’t I use the AI coach? (5);System.Rule.Explain;;
Junior Zone Extras;Why is the microphone off for me? (5);System.Rule.Explain;;
Junior Zone Extras;How old do I have to be to use all features? (5);System.Rule.Explain;;
Junior Zone Extras;What can juniors do in the app? (5);System.Rule.Explain;;
Junior Zone Extras;You’re doing great — keep logging! (5);System.Encourage.Use;;
Junior Zone Extras;Nice work today — every entry helps! (5);System.Encourage.Use;;
Junior Zone Extras;Consistency builds confidence — keep going! (5);System.Encourage.Use;;
Junior Zone Extras;Want to review your last round? (5);System.Encourage.Use;;
Junior Zone Extras;Try a post-shot journal next time you play.;System.Encourage.Use;;
Junior Zone Extras;Earned a badge for logging 5 rounds! (5);Junior.Gamify.Encourage;;
Junior Zone Extras;You just unlocked a new mindset tip.;Junior.Gamify.Encourage;;
Junior Zone Extras;Level up! (5) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (6);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (6);Voice.Entry.Help;;
Junior Zone Extras;What’s the best way to log my mindset? (6);Voice.Entry.Help;;
Junior Zone Extras;Do I have to speak everything? (6);Voice.Entry.Help;;
Junior Zone Extras;Can I check what I just logged? (6);Voice.Entry.Help;;
Junior Zone Extras;Why can’t I use the AI coach? (6);System.Rule.Explain;;
Junior Zone Extras;Why is the microphone off for me? (6);System.Rule.Explain;;
Junior Zone Extras;How old do I have to be to use all features? (6);System.Rule.Explain;;
Junior Zone Extras;What can juniors do in the app? (6);System.Rule.Explain;;
Junior Zone Extras;You’re doing great — keep logging! (6);System.Encourage.Use;;
Junior Zone Extras;Nice work today — every entry helps! (6);System.Encourage.Use;;
Junior Zone Extras;Consistency builds confidence — keep going! (6);System.Encourage.Use;;
Junior Zone Extras;Want to review your last round? (6);System.Encourage.Use;;
Junior Zone Extras;Try a post-shot journal next time you play.;System.Encourage.Use;;
Junior Zone Extras;Earned a badge for logging 5 rounds! (6);Junior.Gamify.Encourage;;
Junior Zone Extras;You just unlocked a new mindset tip.;Junior.Gamify.Encourage;;
Junior Zone Extras;Level up! (6) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (7);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (7);Voice.Entry.Help;;
Junior Zone Extras;What’s the best way to log my mindset? (7);Voice.Entry.Help;;
Junior Zone Extras;Do I have to speak everything? (7);Voice.Entry.Help;;
Junior Zone Extras;Can I check what I just logged? (7);Voice.Entry.Help;;
Junior Zone Extras;Why can’t I use the AI coach? (7);System.Rule.Explain;;
Junior Zone Extras;Why is the microphone off for me? (7);System.Rule.Explain;;
Junior Zone Extras;How old do I have to be to use all features? (7);System.Rule.Explain;;
Junior Zone Extras;What can juniors do in the app? (7);System.Rule.Explain;;
Junior Zone Extras;You’re doing great — keep logging! (7);System.Encourage.Use;;
Junior Zone Extras;Nice work today — every entry helps! (7);System.Encourage.Use;;
Junior Zone Extras;Consistency builds confidence — keep going! (7);System.Encourage.Use;;
Junior Zone Extras;Want to review your last round? (7);System.Encourage.Use;;
Junior Zone Extras;Try a post-shot journal next time you play.;System.Encourage.Use;;
Junior Zone Extras;Earned a badge for logging 5 rounds! (7);Junior.Gamify.Encourage;;
Junior Zone Extras;You just unlocked a new mindset tip.;Junior.Gamify.Encourage;;
Junior Zone Extras;Level up! (7) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (8);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (8);Voice.Entry.Help;;
Junior Zone Extras;What’s the best way to log my mindset? (8);Voice.Entry.Help;;
Junior Zone Extras;Do I have to speak everything? (8);Voice.Entry.Help;;
Junior Zone Extras;Can I check what I just logged? (8);Voice.Entry.Help;;
Junior Zone Extras;Why can’t I use the AI coach? (8);System.Rule.Explain;;
Junior Zone Extras;Why is the microphone off for me? (8);System.Rule.Explain;;
Junior Zone Extras;How old do I have to be to use all features? (8);System.Rule.Explain;;
Junior Zone Extras;What can juniors do in the app? (8);System.Rule.Explain;;
Junior Zone Extras;You’re doing great — keep logging! (8);System.Encourage.Use;;
Junior Zone Extras;Nice work today — every entry helps! (8);System.Encourage.Use;;
Junior Zone Extras;Consistency builds confidence — keep going! (8);System.Encourage.Use;;
Junior Zone Extras;Want to review your last round? (8);System.Encourage.Use;;
Junior Zone Extras;Try a post-shot journal next time you play.;System.Encourage.Use;;
Junior Zone Extras;Earned a badge for logging 5 rounds! (8);Junior.Gamify.Encourage;;
Junior Zone Extras;You just unlocked a new mindset tip.;Junior.Gamify.Encourage;;
Junior Zone Extras;Level up! (8) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (9);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (9);Voice.Entry.Help;;
Junior Zone Extras;What’s the best way to log my mindset? (9);Voice.Entry.Help;;
Junior Zone Extras;Do I have to speak everything? (9);Voice.Entry.Help;;
Junior Zone Extras;Can I check what I just logged? (9);Voice.Entry.Help;;
Junior Zone Extras;Why can’t I use the AI coach? (9);System.Rule.Explain;;
Junior Zone Extras;Why is the microphone off for me? (9);System.Rule.Explain;;
Junior Zone Extras;How old do I have to be to use all features? (9);System.Rule.Explain;;
Junior Zone Extras;What can juniors do in the app? (9);System.Rule.Explain;;
Junior Zone Extras;You’re doing great — keep logging! (9);System.Encourage.Use;;
Junior Zone Extras;Nice work today — every entry helps! (9);System.Encourage.Use;;
Junior Zone Extras;Consistency builds confidence — keep going! (9);System.Encourage.Use;;
Junior Zone Extras;Want to review your last round? (9);System.Encourage.Use;;
Junior Zone Extras;Try a post-shot journal next time you play.;System.Encourage.Use;;
Junior Zone Extras;Earned a badge for logging 5 rounds! (9);Junior.Gamify.Encourage;;
Junior Zone Extras;You just unlocked a new mindset tip.;Junior.Gamify.Encourage;;
Junior Zone Extras;Level up! (9) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (10);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (10);Voice.Entry.Help;;
Junior Zone Extras;What’s the best way to log my mindset? (10);Voice.Entry.Help;;
Junior Zone Extras;Do I have to speak everything? (10);Voice.Entry.Help;;
Junior Zone Extras;Can I check what I just logged? (10);Voice.Entry.Help;;
Junior Zone Extras;Why can’t I use the AI coach? (10);System.Rule.Explain;;
Junior Zone Extras;Why is the microphone off for me? (10);System.Rule.Explain;;
Junior Zone Extras;How old do I have to be to use all features? (10);System.Rule.Explain;;
Junior Zone Extras;What can juniors do in the app? (10);System.Rule.Explain;;
Junior Zone Extras;You’re doing great — keep logging! (10);System.Encourage.Use;;
Junior Zone Extras;Nice work today — every entry helps! (10);System.Encourage.Use;;
Junior Zone Extras;Consistency builds confidence — keep going! (10);System.Encourage.Use;;
Junior Zone Extras;Want to review your last round? (10);System.Encourage.Use;;
Junior Zone Extras;Try a post-shot journal next time you play.;System.Encourage.Use;;
Junior Zone Extras;Earned a badge for logging 5 rounds! (10);Junior.Gamify.Encourage;;
Junior Zone Extras;You just unlocked a new mindset tip.;Junior.Gamify.Encourage;;
Junior Zone Extras;Level up! (10) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (11);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (11);Voice.Entry.Help;;
Junior Zone Extras;What’s the best way to log my mindset? (11);Voice.Entry.Help;;
Junior Zone Extras;Do I have to speak everything? (11);Voice.Entry.Help;;
Junior Zone Extras;Can I check what I just logged? (11);Voice.Entry.Help;;
Junior Zone Extras;Why can’t I use the AI coach? (11);System.Rule.Explain;;
Junior Zone Extras;Why is the microphone off for me? (11);System.Rule.Explain;;
Junior Zone Extras;How old do I have to be to use all features? (11);System.Rule.Explain;;
Junior Zone Extras;What can juniors do in the app? (11);System.Rule.Explain;;
Junior Zone Extras;You’re doing great — keep logging! (11);System.Encourage.Use;;
Junior Zone Extras;Nice work today — every entry helps! (11);System.Encourage.Use;;
Junior Zone Extras;Consistency builds confidence — keep going! (11);System.Encourage.Use;;
Junior Zone Extras;Want to review your last round? (11);System.Encourage.Use;;
Junior Zone Extras;Try a post-shot journal next time you play.;System.Encourage.Use;;
Junior Zone Extras;Earned a badge for logging 5 rounds! (11);Junior.Gamify.Encourage;;
Junior Zone Extras;You just unlocked a new mindset tip.;Junior.Gamify.Encourage;;
Junior Zone Extras;Level up! (11) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (12);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (12);Voice.Entry.Help;;
Junior Zone Extras;What’s the best way to log my mindset? (12);Voice.Entry.Help;;
Junior Zone Extras;Do I have to speak everything? (12);Voice.Entry.Help;;
Junior Zone Extras;Can I check what I just logged? (12);Voice.Entry.Help;;
Junior Zone Extras;Why can’t I use the AI coach? (12);System.Rule.Explain;;
Junior Zone Extras;Why is the microphone off for me? (12);System.Rule.Explain;;
Junior Zone Extras;How old do I have to be to use all features? (12);System.Rule.Explain;;
Junior Zone Extras;What can juniors do in the app? (12);System.Rule.Explain;;
Junior Zone Extras;You’re doing great — keep logging! (12);System.Encourage.Use;;
Junior Zone Extras;Nice work today — every entry helps! (12);System.Encourage.Use;;
Junior Zone Extras;Consistency builds confidence — keep going! (12);System.Encourage.Use;;
Junior Zone Extras;Want to review your last round? (12);System.Encourage.Use;;
Junior Zone Extras;Try a post-shot journal next time you play.;System.Encourage.Use;;
Junior Zone Extras;Earned a badge for logging 5 rounds! (12);Junior.Gamify.Encourage;;
Junior Zone Extras;You just unlocked a new mindset tip.;Junior.Gamify.Encourage;;
Junior Zone Extras;Level up! (12) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (13);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (13);Voice.Entry.Help;;
Junior Zone Extras;What’s the best way to log my mindset? (13);Voice.Entry.Help;;
Junior Zone Extras;Do I have to speak everything? (13);Voice.Entry.Help;;
Junior Zone Extras;Can I check what I just logged? (13);Voice.Entry.Help;;
Junior Zone Extras;Why can’t I use the AI coach? (13);System.Rule.Explain;;
Junior Zone Extras;Why is the microphone off for me? (13);System.Rule.Explain;;
Junior Zone Extras;How old do I have to be to use all features? (13);System.Rule.Explain;;
Junior Zone Extras;What can juniors do in the app? (13);System.Rule.Explain;;
Junior Zone Extras;You’re doing great — keep logging! (13);System.Encourage.Use;;
Junior Zone Extras;Nice work today — every entry helps! (13);System.Encourage.Use;;
Junior Zone Extras;Consistency builds confidence — keep going! (13);System.Encourage.Use;;
Junior Zone Extras;Want to review your last round? (13);System.Encourage.Use;;
Junior Zone Extras;Try a post-shot journal next time you play.;System.Encourage.Use;;
Junior Zone Extras;Earned a badge for logging 5 rounds! (13);Junior.Gamify.Encourage;;
Junior Zone Extras;You just unlocked a new mindset tip.;Junior.Gamify.Encourage;;
Junior Zone Extras;Level up! (13) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (14);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (14);Voice.Entry.Help;;
Junior Zone Extras;What’s the best way to log my mindset? (14);Voice.Entry.Help;;
Junior Zone Extras;Do I have to speak everything? (14);Voice.Entry.Help;;
Junior Zone Extras;Can I check what I just logged? (14);Voice.Entry.Help;;
Junior Zone Extras;Why can’t I use the AI coach? (14);System.Rule.Explain;;
Junior Zone Extras;Why is the microphone off for me? (14);System.Rule.Explain;;
Junior Zone Extras;How old do I have to be to use all features? (14);System.Rule.Explain;;
Junior Zone Extras;What can juniors do in the app? (14);System.Rule.Explain;;
Junior Zone Extras;You’re doing great — keep logging! (14);System.Encourage.Use;;
Junior Zone Extras;Nice work today — every entry helps! (14);System.Encourage.Use;;
Junior Zone Extras;Consistency builds confidence — keep going! (14);System.Encourage.Use;;
Junior Zone Extras;Want to review your last round? (14);System.Encourage.Use;;
Junior Zone Extras;Try a post-shot journal next time you play.;System.Encourage.Use;;
Junior Zone Extras;Earned a badge for logging 5 rounds! (14);Junior.Gamify.Encourage;;
Junior Zone Extras;You just unlocked a new mindset tip.;Junior.Gamify.Encourage;;
Junior Zone Extras;Level up! (14) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (15);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (15);Voice.Entry.Help;;
Junior Zone Extras;What’s the best way to log my mindset? (15);Voice.Entry.Help;;
Junior Zone Extras;Do I have to speak everything? (15);Voice.Entry.Help;;
Junior Zone Extras;Can I check what I just logged? (15);Voice.Entry.Help;;
Junior Zone Extras;Why can’t I use the AI coach? (15);System.Rule.Explain;;
Junior Zone Extras;Why is the microphone off for me? (15);System.Rule.Explain;;
Junior Zone Extras;How old do I have to be to use all features? (15);System.Rule.Explain;;
Junior Zone Extras;What can juniors do in the app? (15);System.Rule.Explain;;
Junior Zone Extras;You’re doing great — keep logging! (15);System.Encourage.Use;;
Junior Zone Extras;Nice work today — every entry helps! (15);System.Encourage.Use;;
Junior Zone Extras;Consistency builds confidence — keep going! (15);System.Encourage.Use;;
Junior Zone Extras;Want to review your last round? (15);System.Encourage.Use;;
Junior Zone Extras;Try a post-shot journal next time you play.;System.Encourage.Use;;
Junior Zone Extras;Earned a badge for logging 5 rounds! (15);Junior.Gamify.Encourage;;
Junior Zone Extras;You just unlocked a new mindset tip.;Junior.Gamify.Encourage;;
Junior Zone Extras;Level up! (15) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (16);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (16);Voice.Entry.Help;;
Junior Zone Extras;What’s the best way to log my mindset? (16);Voice.Entry.Help;;
Junior Zone Extras;Do I have to speak everything? (16);Voice.Entry.Help;;
Junior Zone Extras;Can I check what I just logged? (16);Voice.Entry.Help;;
Junior Zone Extras;Why can’t I use the AI coach? (16);System.Rule.Explain;;
Junior Zone Extras;Why is the microphone off for me? (16);System.Rule.Explain;;
Junior Zone Extras;How old do I have to be to use all features? (16);System.Rule.Explain;;
Junior Zone Extras;What can juniors do in the app? (16);System.Rule.Explain;;
Junior Zone Extras;You’re doing great — keep logging! (16);System.Encourage.Use;;
Junior Zone Extras;Nice work today — every entry helps! (16);System.Encourage.Use;;
Junior Zone Extras;Consistency builds confidence — keep going! (16);System.Encourage.Use;;
Junior Zone Extras;Want to review your last round? (16);System.Encourage.Use;;
Junior Zone Extras;Try a post-shot journal next time you play.;System.Encourage.Use;;
Junior Zone Extras;Earned a badge for logging 5 rounds! (16);Junior.Gamify.Encourage;;
Junior Zone Extras;You just unlocked a new mindset tip.;Junior.Gamify.Encourage;;
Junior Zone Extras;Level up! (16) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (17);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (17);Voice.Entry.Help;;
Junior Zone Extras;What’s the best way to log my mindset? (17);Voice.Entry.Help;;
Junior Zone Extras;Do I have to speak everything? (17);Voice.Entry.Help;;
Junior Zone Extras;Can I check what I just logged? (17);Voice.Entry.Help;;
Junior Zone Extras;Why can’t I use the AI coach? (17);System.Rule.Explain;;
Junior Zone Extras;Why is the microphone off for me? (17);System.Rule.Explain;;
Junior Zone Extras;How old do I have to be to use all features? (17);System.Rule.Explain;;
Junior Zone Extras;What can juniors do in the app? (17);System.Rule.Explain;;
Junior Zone Extras;You’re doing great — keep logging! (17);System.Encourage.Use;;
Junior Zone Extras;Nice work today — every entry helps! (17);System.Encourage.Use;;
Junior Zone Extras;Consistency builds confidence — keep going! (17);System.Encourage.Use;;
Junior Zone Extras;Want to review your last round? (17);System.Encourage.Use;;
Junior Zone Extras;Try a post-shot journal next time you play.;System.Encourage.Use;;
Junior Zone Extras;Earned a badge for logging 5 rounds! (17);Junior.Gamify.Encourage;;
Junior Zone Extras;You just unlocked a new mindset tip.;Junior.Gamify.Encourage;;
Junior Zone Extras;Level up! (17) Keep logging your thoughts.;Junior.Gamify.Encourage;;
Junior Zone Extras;Sorry, you can’t access that feature yet.;Junior.Limit.Notice;;
Junior Zone Extras;That feature is for older users only.;Junior.Limit.Notice;;
Junior Zone Extras;You’ll unlock that when you’re older.;Junior.Limit.Notice;;
Junior Zone Extras;How do I log my round? (18);Voice.Entry.Help;;
Junior Zone Extras;Can I use voice to track shots? (18);Voice.Entry.Help;;
Junior Zone Extras;What’s the best way to log my mindset? (18);Voice.Entry.Help;;
Junior Zone Extras;Do I have to speak everything? (18);Voice.Entry.Help;;
Junior Zone Extras;Can I check what I just logged? (18);Voice.Entry.Help;;
Junior Zone Extras;Why can’t I use the AI coach? (18);System.Rule.Explain;;
Junior Zone Extras;Why is the microphone off for me? (18);System.Rule.Explain;;
Junior Zone Extras;How old do I have to be to use all features? (18);System.Rule.Explain;;
Junior Zone Extras;What can juniors do in the app? (18);System.Rule.Explain;;
Junior Zone Extras;You’re doing great — keep logging! (18);System.Encourage.Use;;
