Section;Phrase;Intent;Tags;Notes
Section 8: Microphone (General Voice UX + Help);I’m using voice for this, okay?;Mic.Start;;Casual
Section 8: Microphone (General Voice UX + Help);I want to speak instead of type if possible;Mic.Start;;Contextual
Section 8: Microphone (General Voice UX + Help);What can I say here? now;Mic.Help;;Most common
Section 8: Microphone (General Voice UX + Help);Did that work?;Mic.Confirm;;Asking system
Section 8: Microphone (General Voice UX + Help);Repeat what I said if possible;Mic.Confirm;;Playback
Section 8: Microphone (General Voice UX + Help);Voice walkthrough, please please;Mic.Help;;Onboarding
Section 8: Microphone (General Voice UX + Help);Can I use voice to log performance?, buddy;Mic.Query;;Contextual
Section 8: Microphone (General Voice UX + Help);Show voice options quick log;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);I’m using voice for this thanks;Mic.Start;;Casual
Section 8: Microphone (General Voice UX + Help);Stop voice mode, buddy;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Mark that as done coach;Mic.Command;;End command
Section 8: Microphone (General Voice UX + Help);Okay, that’s all quick log;Mic.Stop;;Close voice
Section 8: Microphone (General Voice UX + Help);Okay, that’s all coach;Mic.Stop;;Close voice
Section 8: Microphone (General Voice UX + Help);Can I use voice here? again;Mic.Query;;Seeks permission
Section 8: Microphone (General Voice UX + Help);What phrases work for this?, buddy;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Tell me what voice can do.;Mic.Help;;Education
Section 8: Microphone (General Voice UX + Help);Repeat what I said quick log;Mic.Confirm;;Playback
Section 8: Microphone (General Voice UX + Help);Show voice options thanks;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Speak instead of tap quick log;Mic.Start;;UI shortcut
Section 8: Microphone (General Voice UX + Help);Repeat what I said while I remember;Mic.Confirm;;Playback
Section 8: Microphone (General Voice UX + Help);Is voice active right now? if possible;Mic.Query;;
Section 8: Microphone (General Voice UX + Help);Recording a mental note before I forget;Mic.Start;;NLP entry
Section 8: Microphone (General Voice UX + Help);Stop voice mode please;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Stop voice mode thanks;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Tell me what voice can do thanks;Mic.Help;;Education
Section 8: Microphone (General Voice UX + Help);Help me with voice commands real quick;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Did that work? quick log;Mic.Confirm;;Asking system
Section 8: Microphone (General Voice UX + Help);Show voice options, okay?;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Let’s use the mic please;Mic.Start;;
Section 8: Microphone (General Voice UX + Help);Tell me what voice can do.;Mic.Help;;Education
Section 8: Microphone (General Voice UX + Help);Let’s log this real quick;Mic.Start;;Generic
Section 8: Microphone (General Voice UX + Help);What can I say here? real quick;Mic.Help;;Most common
Section 8: Microphone (General Voice UX + Help);Did that work?, buddy;Mic.Confirm;;Asking system
Section 8: Microphone (General Voice UX + Help);Can I use voice here? if possible;Mic.Query;;Seeks permission
Section 8: Microphone (General Voice UX + Help);Start voice entry quick log;Mic.Start;;UI trigger
Section 8: Microphone (General Voice UX + Help);Show me what you saved today;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Can I use voice here?, buddy;Mic.Query;;Seeks permission
Section 8: Microphone (General Voice UX + Help);Help me with voice commands if possible;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Mute now, okay?;Mic.Stop;;Quiet toggle
Section 8: Microphone (General Voice UX + Help);Let’s log this real quick;Mic.Start;;Generic
Section 8: Microphone (General Voice UX + Help);Did you save that entry? today;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Can I use voice to log performance?;Mic.Query;;Contextual
Section 8: Microphone (General Voice UX + Help);Voice walkthrough, please.;Mic.Help;;Onboarding
Section 8: Microphone (General Voice UX + Help);I’m using voice for this again;Mic.Start;;Casual
Section 8: Microphone (General Voice UX + Help);Voice walkthrough, please today;Mic.Help;;Onboarding
Section 8: Microphone (General Voice UX + Help);Can I use voice here? today;Mic.Query;;Seeks permission
Section 8: Microphone (General Voice UX + Help);I’m using voice for this real quick;Mic.Start;;Casual
Section 8: Microphone (General Voice UX + Help);Logging by voice now please;Mic.Start;;Confirms intention
Section 8: Microphone (General Voice UX + Help);Is voice active right now?, buddy;Mic.Query;;
Section 8: Microphone (General Voice UX + Help);Let’s use the mic;Mic.Start;;
Section 8: Microphone (General Voice UX + Help);I want to speak instead of type today;Mic.Start;;Contextual
Section 8: Microphone (General Voice UX + Help);Recording a mental note while I remember;Mic.Start;;NLP entry
Section 8: Microphone (General Voice UX + Help);Show voice options please;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Was that logged?, alright;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Did you save that entry? again;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Let’s log this if possible;Mic.Start;;Generic
Section 8: Microphone (General Voice UX + Help);Voice off coach;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Let’s log this before I forget;Mic.Start;;Generic
Section 8: Microphone (General Voice UX + Help);Help me with voice commands real quick;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);What can I say here?, alright;Mic.Help;;Most common
Section 8: Microphone (General Voice UX + Help);Start voice entry please;Mic.Start;;UI trigger
Section 8: Microphone (General Voice UX + Help);What phrases work for this? quick log;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Can I use voice to log performance? now;Mic.Query;;Contextual
Section 8: Microphone (General Voice UX + Help);Is voice active right now? thanks;Mic.Query;;
Section 8: Microphone (General Voice UX + Help);Stop voice mode please;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Mark that as done today;Mic.Command;;End command
Section 8: Microphone (General Voice UX + Help);I’m using voice for this now;Mic.Start;;Casual
Section 8: Microphone (General Voice UX + Help);Can I use voice to log performance?, okay?;Mic.Query;;Contextual
Section 8: Microphone (General Voice UX + Help);Voice off again;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);What phrases work for this? thanks;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Logging by voice now let’s go;Mic.Start;;Confirms intention
Section 8: Microphone (General Voice UX + Help);Show me what you saved, alright;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Speak instead of tap.;Mic.Start;;UI shortcut
Section 8: Microphone (General Voice UX + Help);Let’s use the mic let’s go;Mic.Start;;
Section 8: Microphone (General Voice UX + Help);Mark that as done let’s go;Mic.Command;;End command
Section 8: Microphone (General Voice UX + Help);What phrases work for this? please;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Did you save that entry? quick log;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Show voice options, buddy;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Did that work? today;Mic.Confirm;;Asking system
Section 8: Microphone (General Voice UX + Help);Voice off today;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Recording a mental note now;Mic.Start;;NLP entry
Section 8: Microphone (General Voice UX + Help);Recording a mental note while I remember;Mic.Start;;NLP entry
Section 8: Microphone (General Voice UX + Help);Repeat what I said quick log;Mic.Confirm;;Playback
Section 8: Microphone (General Voice UX + Help);Was that logged?, alright;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Did that work?.;Mic.Confirm;;Asking system
Section 8: Microphone (General Voice UX + Help);Tell me what voice can do, okay?;Mic.Help;;Education
Section 8: Microphone (General Voice UX + Help);Recording a mental note now;Mic.Start;;NLP entry
Section 8: Microphone (General Voice UX + Help);Mark that as done if possible;Mic.Command;;End command
Section 8: Microphone (General Voice UX + Help);I want to speak instead of type.;Mic.Start;;Contextual
Section 8: Microphone (General Voice UX + Help);Is voice active right now? now;Mic.Query;;
Section 8: Microphone (General Voice UX + Help);Did that work? again;Mic.Confirm;;Asking system
Section 8: Microphone (General Voice UX + Help);I want to speak instead of type while I remember;Mic.Start;;Contextual
Section 8: Microphone (General Voice UX + Help);Show voice options let’s go;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Is voice active right now? now;Mic.Query;;
Section 8: Microphone (General Voice UX + Help);I need some examples quick log;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);I need some examples quick log;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Voice off now;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Stop voice mode;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Repeat what I said again;Mic.Confirm;;Playback
Section 8: Microphone (General Voice UX + Help);Stop voice mode quick log;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Show voice options;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Can I use voice here? before I forget;Mic.Query;;Seeks permission
Section 8: Microphone (General Voice UX + Help);Repeat what I said again;Mic.Confirm;;Playback
Section 8: Microphone (General Voice UX + Help);Start voice entry thanks;Mic.Start;;UI trigger
Section 8: Microphone (General Voice UX + Help);Let’s use the mic now;Mic.Start;;
Section 8: Microphone (General Voice UX + Help);What phrases work for this?, alright;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Can I use voice here?, okay?;Mic.Query;;Seeks permission
Section 8: Microphone (General Voice UX + Help);Can I use voice here? before I forget;Mic.Query;;Seeks permission
Section 8: Microphone (General Voice UX + Help);Mute now real quick;Mic.Stop;;Quiet toggle
Section 8: Microphone (General Voice UX + Help);Repeat what I said let’s go;Mic.Confirm;;Playback
Section 8: Microphone (General Voice UX + Help);Stop voice mode;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);I need some examples let’s go;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Voice walkthrough, please let’s go;Mic.Help;;Onboarding
Section 8: Microphone (General Voice UX + Help);Logging by voice now now;Mic.Start;;Confirms intention
Section 8: Microphone (General Voice UX + Help);I want to speak instead of type today;Mic.Start;;Contextual
Section 8: Microphone (General Voice UX + Help);Can I use voice here? please;Mic.Query;;Seeks permission
Section 8: Microphone (General Voice UX + Help);Can I use voice here?, alright;Mic.Query;;Seeks permission
Section 8: Microphone (General Voice UX + Help);Did that work? if possible;Mic.Confirm;;Asking system
Section 8: Microphone (General Voice UX + Help);Let’s use the mic today;Mic.Start;;
Section 8: Microphone (General Voice UX + Help);Mark that as done again;Mic.Command;;End command
Section 8: Microphone (General Voice UX + Help);Tell me what voice can do again;Mic.Help;;Education
Section 8: Microphone (General Voice UX + Help);I need some examples before I forget;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Start voice entry real quick;Mic.Start;;UI trigger
Section 8: Microphone (General Voice UX + Help);Can I use voice to log performance? again;Mic.Query;;Contextual
Section 8: Microphone (General Voice UX + Help);Speak instead of tap coach;Mic.Start;;UI shortcut
Section 8: Microphone (General Voice UX + Help);Did that work? while I remember;Mic.Confirm;;Asking system
Section 8: Microphone (General Voice UX + Help);Voice walkthrough, please today;Mic.Help;;Onboarding
Section 8: Microphone (General Voice UX + Help);Was that logged? coach;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Voice mode on real quick;Mic.Start;;Toggle
Section 8: Microphone (General Voice UX + Help);Can I use voice to log performance? again;Mic.Query;;Contextual
Section 8: Microphone (General Voice UX + Help);Logging by voice now, okay?;Mic.Start;;Confirms intention
Section 8: Microphone (General Voice UX + Help);Repeat what I said, okay?;Mic.Confirm;;Playback
Section 8: Microphone (General Voice UX + Help);Okay, that’s all again;Mic.Stop;;Close voice
Section 8: Microphone (General Voice UX + Help);Tell me what voice can do, okay?;Mic.Help;;Education
Section 8: Microphone (General Voice UX + Help);Voice walkthrough, please thanks;Mic.Help;;Onboarding
Section 8: Microphone (General Voice UX + Help);Voice off quick log;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Let’s log this.;Mic.Start;;Generic
Section 8: Microphone (General Voice UX + Help);Tell me what voice can do real quick;Mic.Help;;Education
Section 8: Microphone (General Voice UX + Help);Did that work? thanks;Mic.Confirm;;Asking system
Section 8: Microphone (General Voice UX + Help);Was that logged?.;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Is voice active right now? quick log;Mic.Query;;
Section 8: Microphone (General Voice UX + Help);Did that work?, okay?;Mic.Confirm;;Asking system
Section 8: Microphone (General Voice UX + Help);Show voice options, okay?;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Recording a mental note while I remember;Mic.Start;;NLP entry
Section 8: Microphone (General Voice UX + Help);Show voice options quick log;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Stop voice mode, alright;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Stop voice mode please;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Recording a mental note before I forget;Mic.Start;;NLP entry
Section 8: Microphone (General Voice UX + Help);Let’s log this if possible;Mic.Start;;Generic
Section 8: Microphone (General Voice UX + Help);Mark that as done today;Mic.Command;;End command
Section 8: Microphone (General Voice UX + Help);Show me what you saved while I remember;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Okay, that’s all while I remember;Mic.Stop;;Close voice
Section 8: Microphone (General Voice UX + Help);Recording a mental note thanks;Mic.Start;;NLP entry
Section 8: Microphone (General Voice UX + Help);Repeat what I said;Mic.Confirm;;Playback
Section 8: Microphone (General Voice UX + Help);Teach me how to use this mic real quick;Mic.Help;;Casual
Section 8: Microphone (General Voice UX + Help);Voice walkthrough, please quick log;Mic.Help;;Onboarding
Section 8: Microphone (General Voice UX + Help);Can I use voice to log performance? quick log;Mic.Query;;Contextual
Section 8: Microphone (General Voice UX + Help);Let’s use the mic quick log;Mic.Start;;
Section 8: Microphone (General Voice UX + Help);Repeat what I said, alright;Mic.Confirm;;Playback
Section 8: Microphone (General Voice UX + Help);What phrases work for this? real quick;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Voice off let’s go;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Recording a mental note, buddy;Mic.Start;;NLP entry
Section 8: Microphone (General Voice UX + Help);Repeat what I said while I remember;Mic.Confirm;;Playback
Section 8: Microphone (General Voice UX + Help);Stop voice mode, alright;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Is voice active right now? let’s go;Mic.Query;;
Section 8: Microphone (General Voice UX + Help);Did you save that entry?, okay?;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Logging by voice now while I remember;Mic.Start;;Confirms intention
Section 8: Microphone (General Voice UX + Help);Did you save that entry? let’s go;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);What can I say here? today;Mic.Help;;Most common
Section 8: Microphone (General Voice UX + Help);Recording a mental note, okay?;Mic.Start;;NLP entry
Section 8: Microphone (General Voice UX + Help);Is voice active right now? if possible;Mic.Query;;
Section 8: Microphone (General Voice UX + Help);Teach me how to use this mic;Mic.Help;;Casual
Section 8: Microphone (General Voice UX + Help);Tell me what voice can do;Mic.Help;;Education
Section 8: Microphone (General Voice UX + Help);I’m using voice for this if possible;Mic.Start;;Casual
Section 8: Microphone (General Voice UX + Help);Start voice entry while I remember;Mic.Start;;UI trigger
Section 8: Microphone (General Voice UX + Help);Mute now, okay?;Mic.Stop;;Quiet toggle
Section 8: Microphone (General Voice UX + Help);Stop voice mode before I forget;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Voice walkthrough, please quick log;Mic.Help;;Onboarding
Section 8: Microphone (General Voice UX + Help);Did that work?;Mic.Confirm;;Asking system
Section 8: Microphone (General Voice UX + Help);Logging by voice now, alright;Mic.Start;;Confirms intention
Section 8: Microphone (General Voice UX + Help);Speak instead of tap while I remember;Mic.Start;;UI shortcut
Section 8: Microphone (General Voice UX + Help);Tell me what voice can do before I forget;Mic.Help;;Education
Section 8: Microphone (General Voice UX + Help);Voice mode on please;Mic.Start;;Toggle
Section 8: Microphone (General Voice UX + Help);Let’s log this before I forget;Mic.Start;;Generic
Section 8: Microphone (General Voice UX + Help);What can I say here?;Mic.Help;;Most common
Section 8: Microphone (General Voice UX + Help);Mark that as done real quick;Mic.Command;;End command
Section 8: Microphone (General Voice UX + Help);What can I say here?.;Mic.Help;;Most common
Section 8: Microphone (General Voice UX + Help);Repeat what I said before I forget;Mic.Confirm;;Playback
Section 8: Microphone (General Voice UX + Help);Let’s log this please;Mic.Start;;Generic
Section 8: Microphone (General Voice UX + Help);Mark that as done now;Mic.Command;;End command
Section 8: Microphone (General Voice UX + Help);What phrases work for this? coach;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);What can I say here? please;Mic.Help;;Most common
Section 8: Microphone (General Voice UX + Help);Speak instead of tap.;Mic.Start;;UI shortcut
Section 8: Microphone (General Voice UX + Help);I need some examples, alright;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Did that work? let’s go;Mic.Confirm;;Asking system
Section 8: Microphone (General Voice UX + Help);Can I use voice to log performance? today;Mic.Query;;Contextual
Section 8: Microphone (General Voice UX + Help);Mute now let’s go;Mic.Stop;;Quiet toggle
Section 8: Microphone (General Voice UX + Help);Mute now today;Mic.Stop;;Quiet toggle
Section 8: Microphone (General Voice UX + Help);Help me with voice commands if possible;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Recording a mental note, okay?;Mic.Start;;NLP entry
Section 8: Microphone (General Voice UX + Help);Show me what you saved please;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);What can I say here? thanks;Mic.Help;;Most common
Section 8: Microphone (General Voice UX + Help);Start voice entry;Mic.Start;;UI trigger
Section 8: Microphone (General Voice UX + Help);Voice mode on, alright;Mic.Start;;Toggle
Section 8: Microphone (General Voice UX + Help);What phrases work for this?.;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Logging by voice now let’s go;Mic.Start;;Confirms intention
Section 8: Microphone (General Voice UX + Help);Mark that as done.;Mic.Command;;End command
Section 8: Microphone (General Voice UX + Help);Start voice entry, alright;Mic.Start;;UI trigger
Section 8: Microphone (General Voice UX + Help);Did that work? please;Mic.Confirm;;Asking system
Section 8: Microphone (General Voice UX + Help);Voice walkthrough, please before I forget;Mic.Help;;Onboarding
Section 8: Microphone (General Voice UX + Help);Mark that as done thanks;Mic.Command;;End command
Section 8: Microphone (General Voice UX + Help);Did you save that entry? please;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);What can I say here? quick log;Mic.Help;;Most common
Section 8: Microphone (General Voice UX + Help);I want to speak instead of type, okay?;Mic.Start;;Contextual
Section 8: Microphone (General Voice UX + Help);I’m using voice for this today;Mic.Start;;Casual
Section 8: Microphone (General Voice UX + Help);I’m using voice for this thanks;Mic.Start;;Casual
Section 8: Microphone (General Voice UX + Help);Okay, that’s all, buddy;Mic.Stop;;Close voice
Section 8: Microphone (General Voice UX + Help);Start voice entry please;Mic.Start;;UI trigger
Section 8: Microphone (General Voice UX + Help);Stop voice mode.;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Mute now let’s go;Mic.Stop;;Quiet toggle
Section 8: Microphone (General Voice UX + Help);Show voice options.;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Teach me how to use this mic;Mic.Help;;Casual
Section 8: Microphone (General Voice UX + Help);I want to speak instead of type;Mic.Start;;Contextual
Section 8: Microphone (General Voice UX + Help);Voice walkthrough, please please;Mic.Help;;Onboarding
Section 8: Microphone (General Voice UX + Help);Repeat what I said let’s go;Mic.Confirm;;Playback
Section 8: Microphone (General Voice UX + Help);Teach me how to use this mic now;Mic.Help;;Casual
Section 8: Microphone (General Voice UX + Help);Is voice active right now? while I remember;Mic.Query;;
Section 8: Microphone (General Voice UX + Help);Stop voice mode, alright;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Mark that as done if possible;Mic.Command;;End command
Section 8: Microphone (General Voice UX + Help);Mute now today;Mic.Stop;;Quiet toggle
Section 8: Microphone (General Voice UX + Help);Help me with voice commands again;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);I need some examples before I forget;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Recording a mental note.;Mic.Start;;NLP entry
Section 8: Microphone (General Voice UX + Help);Voice walkthrough, please, buddy;Mic.Help;;Onboarding
Section 8: Microphone (General Voice UX + Help);Tell me what voice can do before I forget;Mic.Help;;Education
Section 8: Microphone (General Voice UX + Help);Logging by voice now before I forget;Mic.Start;;Confirms intention
Section 8: Microphone (General Voice UX + Help);Voice off real quick;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Okay, that’s all, buddy;Mic.Stop;;Close voice
Section 8: Microphone (General Voice UX + Help);Logging by voice now while I remember;Mic.Start;;Confirms intention
Section 8: Microphone (General Voice UX + Help);Stop voice mode now;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Can I use voice here? real quick;Mic.Query;;Seeks permission
Section 8: Microphone (General Voice UX + Help);Was that logged? real quick;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Voice off quick log;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Teach me how to use this mic;Mic.Help;;Casual
Section 8: Microphone (General Voice UX + Help);Can I use voice here?.;Mic.Query;;Seeks permission
Section 8: Microphone (General Voice UX + Help);Was that logged? quick log;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Speak instead of tap, alright;Mic.Start;;UI shortcut
Section 8: Microphone (General Voice UX + Help);Let’s log this let’s go;Mic.Start;;Generic
Section 8: Microphone (General Voice UX + Help);Show me what you saved please;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Stop voice mode coach;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Did you save that entry? again;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Show voice options please;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Stop voice mode please;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Repeat what I said again;Mic.Confirm;;Playback
Section 8: Microphone (General Voice UX + Help);Tell me what voice can do while I remember;Mic.Help;;Education
Section 8: Microphone (General Voice UX + Help);Mark that as done today;Mic.Command;;End command
Section 8: Microphone (General Voice UX + Help);I want to speak instead of type let’s go;Mic.Start;;Contextual
Section 8: Microphone (General Voice UX + Help);Voice off before I forget;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Recording a mental note now;Mic.Start;;NLP entry
Section 8: Microphone (General Voice UX + Help);Voice off quick log;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Tell me what voice can do, okay?;Mic.Help;;Education
Section 8: Microphone (General Voice UX + Help);Start voice entry while I remember;Mic.Start;;UI trigger
Section 8: Microphone (General Voice UX + Help);Stop voice mode, buddy;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Speak instead of tap coach;Mic.Start;;UI shortcut
Section 8: Microphone (General Voice UX + Help);Repeat what I said, okay?;Mic.Confirm;;Playback
Section 8: Microphone (General Voice UX + Help);What phrases work for this? now;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Let’s use the mic thanks;Mic.Start;;
Section 8: Microphone (General Voice UX + Help);Did that work?.;Mic.Confirm;;Asking system
Section 8: Microphone (General Voice UX + Help);Teach me how to use this mic, buddy;Mic.Help;;Casual
Section 8: Microphone (General Voice UX + Help);Did that work? while I remember;Mic.Confirm;;Asking system
Section 8: Microphone (General Voice UX + Help);Voice mode on thanks;Mic.Start;;Toggle
Section 8: Microphone (General Voice UX + Help);Did you save that entry?;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Teach me how to use this mic;Mic.Help;;Casual
Section 8: Microphone (General Voice UX + Help);I need some examples.;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Did you save that entry?.;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Show me what you saved coach;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);I’m using voice for this today;Mic.Start;;Casual
Section 8: Microphone (General Voice UX + Help);Okay, that’s all now;Mic.Stop;;Close voice
Section 8: Microphone (General Voice UX + Help);Stop voice mode today;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Can I use voice to log performance?;Mic.Query;;Contextual
Section 8: Microphone (General Voice UX + Help);Did that work? thanks;Mic.Confirm;;Asking system
Section 8: Microphone (General Voice UX + Help);I need some examples coach;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Voice off, buddy;Mic.Stop;;
Section 8: Microphone (General Voice UX + Help);Voice mode on again;Mic.Start;;Toggle
Section 8: Microphone (General Voice UX + Help);Show voice options if possible;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);What phrases work for this?.;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Mark that as done real quick;Mic.Command;;End command
Section 8: Microphone (General Voice UX + Help);Recording a mental note please;Mic.Start;;NLP entry
Section 8: Microphone (General Voice UX + Help);Let’s use the mic thanks;Mic.Start;;
Section 8: Microphone (General Voice UX + Help);Is voice active right now?, alright;Mic.Query;;
Section 8: Microphone (General Voice UX + Help);Can I use voice to log performance? real quick;Mic.Query;;Contextual
Section 8: Microphone (General Voice UX + Help);Repeat what I said, okay?;Mic.Confirm;;Playback
Section 8: Microphone (General Voice UX + Help);Did you save that entry? while I remember;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Did you save that entry?;Mic.Confirm;;
Section 8: Microphone (General Voice UX + Help);Is voice active right now?.;Mic.Query;;
Section 8: Microphone (General Voice UX + Help);Teach me how to use this mic please;Mic.Help;;Casual
Section 8: Microphone (General Voice UX + Help);Can I use voice to log performance? please;Mic.Query;;Contextual
Section 8: Microphone (General Voice UX + Help);I need some examples coach;Mic.Help;;
Section 8: Microphone (General Voice UX + Help);Mark that as done quick log;Mic.Command;;End command
